0.964290876	0.9652082317	0.953870988	0.9433676819	0.9449424124	0.9543947633
0.9617406478	0.9609912326	0.9560535303	0.9390962791	0.948033149	0.949113104
0.9583348034	0.9542919244	0.9443413854	0.9431476028	0.94592007	0.9470087155
0.9419305359	0.9398175699	0.9428546916	0.9635471505	0.9498548553	0.9526266612
0.9839040885	0.952398041	0.9389652599	0.9582713337	0.9526672442	0.9494832222
0.9725246473	0.9643461715	0.9630099438	0.9680378902	0.9626793102	0.9467941613
0.9745697878	0.9459857527	0.9598040828	0.9691736532	0.9562576514	0.9575169673
0.9591230129	0.9584562928	0.9473705312	0.9518515323	0.9440789572	0.9420316772
0.9725283295	0.9300976781	0.9732217383	0.9542033366	0.9610775221	0.9424251537
0.9426959156	0.9503715029	0.9579536495	0.9449970587	0.9558853275	0.9494224823
0.9450719019	0.9522271779	0.9506592645	0.9517547156	0.949683412	0.9526122319
0.9587561655	0.9427835046	0.9545807449	0.9367457907	0.9563588153	0.9428327033
0.9795794847	0.9588210586	0.9704676783	0.9628048171	0.9576103433	0.9406561773
0.979246229	0.9457961791	0.9531646561	0.9478124741	0.9615896306	0.9602546556
0.9601964577	0.9471664706	0.9494822903	0.9583694461	0.9394511406	0.9603858016
0.8593704088	0.9622898444	0.9582639297	0.9526113951	0.9542605063	0.9567901948
0.9703674676	0.944545695	0.9465831456	0.9585474985	0.947206481	0.9408171079
0.9726858945	0.9527212617	0.9535283533	0.9687720423	0.9568781526	0.9533452502
0.9678721353	0.9415044702	0.9358612196	0.9482519811	0.9399544486	0.9450207492
0.9707531887	0.9272445657	0.9520545734	0.9493568758	0.9435214848	0.956586811
0.9782760768	0.9487537222	0.9525570303	0.939972339	0.9487282135	0.9510959206
0.8887145041	0.960757765	0.9517582161	0.9656601547	0.9558724936	0.9505013086
0.9427946726	0.9351464202	0.9533701816	0.951773927	0.9434574198	0.9526478282
0.9668451704	0.9649136041	0.9531339569	0.9448373222	0.9344480718	0.9551340857
0.980686451	0.9482382503	0.9451077098	0.9661015274	0.9551378874	0.9592071636
0.9449318213	0.9579544975	0.9596191777	0.9601212957	0.96116313	0.940429118
