0.621397512	0.620945195	0.47750976	0.453573489	0.434797039	0.502732553
0.610494654	0.620310183	0.514886436	0.435677341	0.478664175	0.488414286
0.583240393	0.516843918	0.525625971	0.49135947	0.424211414	0.424257758
0.527757311	0.550361548	0.398459258	0.569235452	0.456950753	0.445414898
0.667413005	0.497994401	0.525989072	0.533066316	0.461508547	0.472031192
0.67448834	0.593550732	0.541354652	0.582891356	0.520047195	0.467222656
0.688956082	0.407381269	0.536505985	0.509609787	0.489578027	0.530284929
0.53465385	0.520053898	0.518706121	0.515898222	0.396711642	0.43098926
0.571620989	0.507513358	0.598149602	0.512192658	0.539857292	0.467281649
0.539533591	0.503691534	0.45264678	0.466513537	0.422150111	0.472060017
0.49642027	0.460957567	0.400983438	0.488936347	0.516317869	0.465100566
0.5797333	0.543845405	0.487262102	0.409860262	0.463512677	0.461724327
0.661019937	0.512915135	0.56175367	0.496971665	0.50508295	0.459315411
0.745971335	0.470934076	0.500680583	0.457182783	0.514145442	0.496328153
0.625253718	0.517789215	0.476695387	0.524185338	0.461121282	0.504079866
0.447858927	0.521724741	0.503474631	0.500087272	0.490856777	0.46841519
0.690387049	0.50427639	0.549544124	0.476453281	0.424078965	0.449201064
0.674934948	0.420740183	0.4621208	0.513391108	0.452414216	0.45297414
0.550948291	0.447453044	0.46456773	0.505835082	0.450779415	0.43105897
0.601303164	0.472837886	0.472164102	0.45553891	0.436334182	0.443901321
0.646358753	0.504987236	0.441207885	0.411205314	0.453257263	0.46590754
0.435504974	0.504023691	0.470182146	0.535563405	0.473927204	0.444126961
0.473114786	0.499939825	0.490817821	0.489344603	0.390933181	0.467073179
0.609464743	0.582754643	0.472499878	0.44539877	0.401357001	0.461437532
0.663936745	0.473430999	0.474433704	0.540920323	0.481325098	0.481909653
0.500046774	0.547671042	0.545973492	0.521931657	0.516871068	0.394247923
0.673315886	0.493699028	0.474162219	0.485847544	0.465716489	0.485638765
0.558794068	0.46234976	0.496744235	0.466789835	0.380361824	0.430356611
