0.563919755	0.4640260256	0.9518245562	0.9399462065	0.6787013067	0.7696941334	0.493254662	0.5868024133
0.520295209	0.5053337112	0.9611647985	0.9600595588	0.7345903032	0.7323255315	0.5170925888	0.5426989065
0.5776937428	0.4903105997	0.9390532784	0.953252474	0.7122087648	0.7864140131	0.5221153846	0.566586314
0.56594304	0.5090941733	0.9596449068	0.9484182892	0.6741863905	0.7428349754	0.5075320513	0.5448886285
0.5423999876	0.582026046	0.9677793266	0.9369419433	0.7226324255	0.69919508	0.524754902	0.5056582231
0.5275154445	0.4263159711	0.9598877508	0.942168674	0.7242077581	0.7837696081	0.5575091575	0.5969995691
0.5101357918	0.4221188927	0.9611151127	0.945152019	0.7150946217	0.7741424085	0.5267973856	0.591601104
0.6194561247	0.4897049021	0.9752008328	0.9703500391	0.6623510437	0.7590859237	0.4910714286	0.5572460015
0.5590875252	0.4332552375	0.9584969977	0.9574200597	0.7131597222	0.7956177912	0.5264880952	0.6130156608
0.5315105758	0.4296051562	0.9336517764	0.9337915614	0.7744126658	0.8184124242	0.5349089636	0.6017076061
0.5559018863	0.4126502099	0.9483097259	0.9253082445	0.6763210664	0.7978661228	0.5216338808	0.6009415625
0.6406624241	0.6001026537	0.9728719455	0.9634060772	0.6529125575	0.6892140748	0.4924908425	0.5072458791
0.316839277	0.3456847722	0.8743051415	0.9375790718	0.8738102666	0.8158915198	0.6602766106	0.6009972613
0.4939309487	0.4316126931	0.9616256092	0.9477107129	0.7668208621	0.7970412685	0.5672847985	0.6078128367
0.5328214149	0.2980878484	0.9372689167	0.9472569932	0.6940353704	0.8813427641	0.5160344042	0.6593703929
0.5579828916	0.6148901574	0.9459003203	0.9679847121	0.7025009246	0.662644181	0.5201923077	0.4805030345
0.5466874667	0.4110576545	0.9471942921	0.9534846255	0.7084020461	0.819656829	0.5368360806	0.588756724
0.513544465	0.2055251892	0.9163770726	0.9091465275	0.7664790407	0.9313373395	0.5492328342	0.706495098
0.3935904905	0.5378441802	0.9345788348	0.946786748	0.8196637111	0.7274791134	0.606127451	0.5424143055
0.6583481772	0.4267027945	0.9752643106	0.9539055532	0.6183344738	0.7607444614	0.4785714286	0.5896762551
0.4559756862	0.3769478688	0.9482246163	0.932474702	0.77578125	0.8117228792	0.5925595238	0.6060118126
0.2136355327	0.208646294	0.8983282634	0.9097352879	0.9080612024	0.9247953845	0.6890737874	0.715379902
0.487479184	0.4198366297	0.9492174775	0.9497241362	0.7466666667	0.8147168334	0.569047619	0.6082949526
0.5604061237	0.4763467269	0.9572137895	0.9416985943	0.6959814614	0.7599065886	0.5106180584	0.5747840803
0.6388939201	0.4710456429	0.968201499	0.9367465606	0.6256471893	0.7734247831	0.4908653846	0.5814760199
0.2589963223	0.4908355607	0.9281209474	0.9554034469	0.8855342242	0.7611791683	0.6721770726	0.5749134455
0.5917595199	0.5658787939	0.967812347	0.9563310199	0.6531774474	0.7058537152	0.4830604445	0.5348183883
