0.4612179487	0.4887105542	0.5631051138	0.5722869757	0.5852493886	0.5520598465
0.4607142857	0.4857948156	0.5377711341	0.5794484315	0.5526420625	0.5628812061
0.5058608059	0.5473380378	0.5351432723	0.5684475553	0.5885119945	0.5975053206
0.5178320046	0.5266964245	0.6049520247	0.5085236133	0.5733435587	0.5873390206
0.4345934703	0.5404286277	0.5458364205	0.5369915704	0.5798380378	0.5736796648
0.4656593407	0.5020911654	0.5267621905	0.5089528833	0.5379904654	0.568311376
0.4720695971	0.599314061	0.5346656611	0.5515042555	0.5653006763	0.5295524468
0.5302197802	0.5410701227	0.5407616893	0.5446952659	0.6002546147	0.5859003655
0.4921557609	0.5525381965	0.4847995142	0.5442440117	0.5297045262	0.5696111366
0.5326694139	0.5250033667	0.576606781	0.570694624	0.5882327708	0.5718512656
0.5491071429	0.571067719	0.5997556501	0.5650267318	0.5334440693	0.5680650391
0.5089056777	0.5272146359	0.5634258851	0.6014171872	0.5813153595	0.5651008086
0.4432692308	0.5325890613	0.5345664548	0.5448396987	0.5597324476	0.5761426426
0.3977688978	0.5828996983	0.5477716728	0.5723887455	0.5521207714	0.553342548
0.4475759535	0.5467780381	0.561949502	0.5407828997	0.5670095015	0.5552127682
0.5920343137	0.5423326061	0.537464986	0.5572344322	0.5569667098	0.5687476683
0.4246794872	0.5482266304	0.5252764106	0.5746532149	0.6005892087	0.5803365975
0.4705128205	0.5956326761	0.5709065036	0.5548258727	0.5719850248	0.5739283199
0.5124622926	0.5742469508	0.5899894495	0.5496515229	0.5669729746	0.5834257723
0.4877289377	0.5618767294	0.5655113541	0.5779080585	0.5886108985	0.5761950771
0.4586829837	0.5543154762	0.5900878125	0.5989698978	0.5806438183	0.5621779023
0.5855392157	0.5465986016	0.5548907305	0.53975874	0.5626581438	0.5820340326
0.5380548373	0.5429327821	0.5515534846	0.5503711733	0.6105832313	0.5772467273
0.4781822344	0.5136426686	0.5762771134	0.5736222272	0.6062965767	0.57113396
0.4546703297	0.5746951986	0.5662345201	0.5436938046	0.5658321662	0.5705670228
0.5340802988	0.5120997606	0.5282785978	0.5466983588	0.5509731415	0.6065617522
0.4578754579	0.5676665859	0.5716307249	0.5652897858	0.5715912411	0.5725685385
0.5098928033	0.562711856	0.5597285068	0.5621326552	0.6082812423	0.5774609665
0.4721382784	0.49654353	0.5387482343	0.5344717374	0.5541012363	0.5511201037
0.4646062271	0.5384705164	0.5381342922	0.5558350297	0.5698884939	0.5908853191
0.4694435466	0.6152203425	0.5674760289	0.58668873	0.5610435969	0.5220684585
0.4841898298	0.5518473786	0.5240209545	0.5659288445	0.5604927099	0.5700742197
0.53055376	0.5224971719	0.55306597	0.5915070836	0.5696602129	0.5464898026
