197	809	29	44	506	460	337	295
370	220	609	145	321	800	856	930
313	56	46	327	173	846	541	214
10	609	682	294	546	938	46	262
346	338	364	654	687	376	639	922
276	898	432	423	226	735	787	428
398	605	673	766	30	472	825	427
924	681	661	348	726	90	136	89
570	233	700	317	714	780	703	302
760	404	481	135	869	432	248	745
57	147	600	517	821	194	124	673
268	652	182	569	596	489	289	319
61	631	653	372	482	457	24	297
336	879	258	268	335	195	797	812
525	793	513	455	599	743	754	404
649	285	2	9	878	109	239	816
391	720	259	149	267	235	97	287
368	666	251	915	438	366	344	114
376	791	893	547	661	230	886	256
460	483	280	446	10	418	127	914
400	373	537	81	245	12	642	655
296	611	541	844	22	410	907	702
490	408	868	299	310	386	7	207
176	185	264	682	292	196	183	584
340	678	382	875	922	123	413	679
405	124	695	805	940	561	776	325
652	91	316	718	258	593	931	534
22	667	176	109	37	554	898	112
248	460	231	198	462	47	701	487
384	550	814	30	745	248	525	738
146	766	643	454	35	823	481	223
32	896	100	218	359	804	151	491
695	802	299	517	151	307	576	869
592	941	89	37	22	218	201	331
487	874	169	830	628	858	536	902
355	490	181	690	398	475	451	714
525	364	718	185	230	685	322	441
390	504	882	909	611	738	47	635
196	364	803	269	497	356	890	334
208	261	668	421	687	80	789	268
7	714	309	3	153	831	625	203
569	697	900	322	749	181	551	839
874	574	577	764	891	743	830	326
852	646	803	623	605	394	593	95
144	386	202	679	203	32	311	276
191	221	463	626	234	133	510	94
230	68	579	75	492	465	140	290
171	886	784	602	641	600	89	127
302	215	817	206	218	532	633	18
901	772	139	163	409	71	843	213
640	782	730	776	633	577	631	300
412	322	95	111	534	471	380	60
73	124	779	69	187	423	927	625
426	60	594	175	58	723	199	635
730	715	858	848	551	421	788	871
861	369	790	379	18	391	538	178
711	392	459	586	759	146	935	366
513	544	383	252	589	670	297	129
283	356	663	95	380	669	653	27
69	556	258	106	161	589	249	173
369	707	874	879	431	300	104	48
829	513	562	897	343	95	749	210
47	747	667	552	394	691	730	168
496	160	9	882	144	915	468	940
737	632	296	331	315	383	156	168
345	455	586	817	185	796	621	592
399	904	487	739	151	830	766	361
788	807	214	589	921	375	627	728
540	439	802	335	413	430	491	563
759	26	381	296	555	297	276	325
643	597	125	676	534	927	756	764
399	872	250	888	900	278	903	844
193	717	402	271	5	493	818	208
371	587	55	180	159	427	97	589
889	828	390	927	188	124	545	62
902	501	470	417	856	114	547	277
722	1	923	441	84	709	515	830
252	867	943	922	79	92	614	817
219	527	937	232	264	268	44	734
101	788	728	609	723	104	238	248
510	357	84	660	351	571	306	508
725	390	256	201	438	580	479	263
346	775	900	94	405	858	803	719
48	862	292	176	616	755	667	809
171	48	683	733	251	555	943	617
405	917	398	212	759	575	14	708
232	553	378	147	656	776	100	221
620	667	276	255	310	445	251	549
846	840	278	215	838	517	353	348
854	184	266	611	487	816	464	593
415	780	326	405	84	568	284	442
323	624	36	823	554	785	644	194
47	389	328	3	148	714	259	651
173	395	839	327	928	446	438	785
682	874	505	725	728	710	576	783
261	441	323	480	850	511	361	912
7	229	152	487	743	314	269	228
905	846	906	707	438	1	295	142
929	837	802	797	279	854	281	703
542	640	209	365	835	66	296	78
494	384	244	8	436	138	211	34
889	315	810	1	248	34	739	506
348	44	480	847	539	4	37	277
856	177	366	437	652	232	783	376
546	146	397	537	475	796	724	856
485	470	343	635	268	347	463	589
460	480	671	483	868	131	842	845
590	843	672	913	357	746	337	758
743	24	215	912	624	941	120	687
614	321	189	509	517	302	53	595
653	159	504	920	300	91	227	394
237	222	751	779	563	142	478	168
479	696	304	782	614	636	918	34
311	129	324	38	238	550	576	878
545	272	1	695	133	811	89	526
32	679	284	911	792	77	548	353
198	440	275	555	455	846	247	643
898	291	294	635	886	111	825	660
878	390	113	144	485	641	341	808
332	139	866	914	149	927	98	612
503	9	829	120	313	292	125	864
302	724	60	114	172	889	182	558
788	554	353	872	814	743	432	886
472	19	284	873	224	243	564	315
448	500	136	726	647	821	769	404
130	592	847	727	842	914	216	911
143	862	287	835	83	774	294	589
441	847	807	36	727	444	151	687
46	909	559	560	62	376	736	800
327	745	842	815	649	363	219	716
241	1	301	835	871	433	568	306
591	550	12	17	538	183	402	778
794	448	268	440	37	18	385	758
268	425	265	922	285	765	77	838
237	239	645	535	201	864	147	325
792	310	451	589	351	700	850	919
815	853	62	778	188	861	418	538
154	361	639	860	160	853	588	383
145	886	683	680	792	658	62	235
34	79	755	56	598	705	686	65
871	42	458	843	576	334	409	795
77	150	838	625	223	750	690	499
87	83	477	105	802	686	895	505
842	823	532	420	363	916	467	458
801	593	929	131	7	604	182	365
870	271	725	352	108	164	270	266
887	479	926	221	877	259	671	639
136	606	172	345	250	229	934	859
724	611	934	90	155	732	345	67
374	40	803	286	559	272	290	529
209	630	570	746	45	114	562	530
339	722	550	203	935	305	581	688
601	616	555	306	48	820	634	889
125	151	344	934	181	394	726	401
633	923	105	801	35	313	649	88
833	444	681	642	30	7	290	885
887	606	521	624	860	62	374	155
578	851	649	424	301	333	181	171
199	367	901	220	466	147	394	802
